amount,location_distance,device_mismatch,velocity,unusual_time,new_merchant,failed_logins,ip_risk,behavior_score,fraud
2535.6688572676194,7.71849134436696,0,2,0,0,1,0,1,0
4216.841067112275,6.689335727798948,0,1,0,0,0,0,0,0
1222.594672589529,0.0,0,3,0,1,0,0,0,0
787.2595956602186,24.125900041826924,0,3,0,0,0,1,1,0
1247.3644346231952,51.49346611705636,0,1,0,0,0,1,1,0
3373.103176553111,4.65987851032338,0,0,0,1,0,0,0,0
2493.126664489527,15.100421765475339,0,3,0,0,0,0,0,0
1205.3596943494417,6.690369516306545,0,1,0,0,0,0,0,0
2769.901149670034,0.0,0,6,0,0,1,1,2,1
2145.616324022061,0.0,0,2,0,1,1,0,1,0
3452.967485799334,0.0,0,1,0,1,1,0,1,0
946.9203591839714,0.0,0,2,0,0,0,0,0,0
1508.5067801033476,39.08204156118236,0,2,1,0,0,0,1,0
1411.8377703017636,2.697806121535217,0,0,0,0,0,0,0,0
100.0,0.0,0,3,0,0,1,0,1,0
2444.180415596864,22.78307649575612,0,1,0,0,0,0,0,0
2391.5829082698338,0.0,0,2,0,0,0,1,1,0
2007.6701849636913,0.0,0,2,0,0,0,0,0,0
1648.1192999372797,6.361445384972421,1,3,0,1,0,0,1,1
100.0,25.57537982846961,0,1,0,0,0,0,0,0
1369.0320158519614,15.033700903375763,0,1,0,0,1,0,1,0
1485.9282252098458,9.966502850317644,0,2,1,0,0,0,1,0
796.5840961675717,6.5623547047203274,0,1,0,0,0,0,0,0
1758.0714325009862,13.004717110535504,0,3,1,1,0,0,1,0
2606.0762852218077,9.033058102585093,0,1,1,0,1,1,3,1
4829.278851815796,0.0,0,4,0,0,0,0,0,0
2261.8667192477583,5.9215844326630265,0,0,0,1,0,1,1,0
2386.3255860841464,0.0,0,2,0,0,0,0,0,0
1888.3311263507492,6.621650858016475,1,5,1,0,0,0,2,1
100.0,0.0,0,3,0,0,1,0,1,0
1960.2291868261748,55.78763245565723,0,3,0,0,0,0,0,0
2090.34531491154,4.2021123249657615,0,2,0,0,1,0,1,0
5694.863168727929,0.0,0,4,0,0,0,0,0,0
1711.4585528283162,2.316395786461509,0,3,0,0,0,0,0,0
2452.3210135004188,15.38717491275776,0,0,0,1,0,0,0,0
1947.932345442135,38.46727892305047,0,1,1,1,0,0,1,0
246.982943570702,0.0,0,6,0,0,0,0,0,1
3714.234221772531,0.0,0,4,1,0,0,0,1,0
3127.8995490301613,21.336740228619625,1,5,0,1,0,0,1,1
3186.5479205645706,0.0,0,3,1,0,0,0,1,0
635.9188178078916,0.0,0,3,0,0,0,0,0,0
4104.191466404149,0.0,0,0,0,0,0,0,0,0
100.0,3.6073309339978366,0,2,0,0,0,0,0,0
2880.2856407004056,18.783289141486712,0,2,0,0,0,0,0,0
5285.683438714968,0.0,1,3,1,0,0,0,2,1
514.1955123039675,0.0,0,1,0,0,2,0,2,0
1150.5534055958422,4.71459294101223,1,5,0,0,1,0,2,1
2149.477047631462,7.991959150375761,0,7,0,1,0,0,0,1
1244.786518825701,6.956543494158454,0,3,0,0,0,0,0,0
100.0,13.720115504451595,0,2,0,0,0,0,0,0
2102.844462209041,21.876790192834747,0,4,0,0,0,0,0,0
406.54442941084267,12.852682313019361,0,1,0,0,0,0,0,0
2710.388645952772,14.07171047018437,0,0,0,0,0,1,1,0
620.8636486492953,0.0,0,2,1,0,0,1,2,0
4324.90160752631,6.004553983313609,0,2,0,0,0,1,1,0
825.1200614956444,14.590150960032172,0,0,0,0,0,0,0,0
1516.9077256914866,19.578823891409005,0,2,0,0,0,0,0,0
3220.2758260545047,0.0,0,0,0,0,0,0,0,0
153.70352534906715,0.0,0,1,0,0,0,0,0,0
2341.189901906194,0.0,0,0,0,0,1,0,1,0
3960.7141314236424,15.728277997826867,0,2,1,1,0,0,1,0
100.0,25.67762109848417,0,1,0,0,0,0,0,0
2276.950787798456,0.0,0,1,0,0,1,1,2,0
2389.824191372635,23.15924627254098,0,0,0,0,0,0,0,0
3172.7343076659654,7.469596183291884,0,0,0,0,0,0,0,0
144.57393368287717,2.514284456751274,0,1,1,0,0,1,2,0
100.0,0.7723154036406203,0,0,1,0,0,0,1,0
2782.9123484253464,19.932227292043144,0,7,0,0,0,1,1,1
2445.4770098497793,11.511556335741401,1,1,0,1,0,0,1,1
2375.739275518815,50.51650855295275,0,4,0,0,0,0,0,0
2519.6723142454634,0.0,0,2,0,0,0,0,0,0
979.9629176322638,15.362034040599514,0,4,0,0,0,0,0,0
2348.3805457415056,0.0,0,2,0,0,0,0,0,0
2439.608709948022,0.0,0,2,0,0,3,0,3,1
928.4728729604483,4.782657259300557,0,2,0,1,0,0,0,0
4798.661766717135,7.747049588140721,1,4,0,0,1,0,2,1
2710.749381367681,63.36347110120185,0,1,0,1,0,0,0,0
213.04475419602704,1.3170836863359585,0,2,0,0,0,0,0,0
2984.8304129507446,0.0,0,3,0,0,0,0,0,0
537.9774946590178,10.460214349887714,0,5,0,0,1,0,1,0
3180.626905613678,0.0,0,1,0,0,1,0,1,0
3737.893368511106,3.160864347914683,0,2,0,0,0,0,0,0
768.9765224724342,5.320505645903209,0,0,0,0,0,0,0,0
3445.064193866483,20.892007658904227,0,3,0,0,0,0,0,0
2619.1713904047474,24.472444988556937,0,3,0,0,2,0,2,0
3233.090239991735,0.0,0,0,0,0,1,0,1,0
4845.189473980921,1.9877197074013395,0,1,0,0,0,0,0,0
1631.9178259956943,0.0,1,0,0,0,0,0,1,1
869.3957534637657,0.0,0,0,0,0,0,0,0,0
665.728355561715,11.197895587612692,0,1,0,0,0,0,0,0
776.2845725518425,0.0,0,3,0,0,0,0,0,0
1884.3474358788437,0.0,0,2,0,0,0,0,0,0
2511.7279622249657,0.0,0,5,0,1,0,0,0,0
2415.036198995029,15.993663725805193,0,2,0,1,0,0,0,0
3240.7748735540354,41.02860198532976,0,2,1,0,0,0,1,0
2019.5028378168606,0.0,0,2,0,0,1,0,1,0
4180.301115735975,0.0,0,1,0,0,0,0,0,0
1603.0147501430658,2.502262292998652,1,2,1,1,1,0,3,1
6080.2537498844285,5.313955919155168,0,1,0,0,0,0,0,0
2938.5010216475093,9.373186135145954,0,0,0,1,1,0,1,0
714.2636653755762,0.0,0,4,0,1,0,0,0,0
393.66125290833156,0.9872140234913633,0,1,0,0,0,0,0,0
2723.7086228647777,12.350208210812044,0,3,0,0,0,0,0,0
1664.8058220112237,25.808617852896777,0,1,1,0,0,0,1,0
3071.000741138138,0.0,0,2,0,0,0,0,0,0
2709.8564368603174,0.0,0,2,0,0,1,0,1,0
1890.7566310146908,9.276175878821267,0,1,1,0,0,0,1,0
729.8094228973926,0.0,0,2,0,0,0,0,0,0
100.0,39.62339263534599,0,0,0,0,1,0,1,0
1330.2275718994683,0.0,0,2,0,0,0,0,0,0
3284.598191485208,4.174146259854343,0,1,0,1,0,0,0,0
2321.140616195306,16.120441936845815,0,1,0,0,0,0,0,0
131.39183193201802,0.0,1,0,0,0,0,0,1,1
2259.771388776773,0.0,0,3,0,0,0,0,0,0
2577.976069593255,0.0,0,1,0,0,0,1,1,0
674.2138456983005,25.58881111854081,0,2,0,1,0,0,0,0
2230.5876589182917,0.0,0,1,0,0,0,0,0,0
2087.313077669,0.0,0,5,0,0,0,0,0,0
285.54455325406525,23.513444190054432,0,1,0,0,0,0,0,0
2536.681040522425,0.0,0,4,0,0,0,0,0,0
2841.1767895523517,0.0,0,1,1,0,1,0,2,0
3624.5768647629156,7.98912179326619,0,0,0,0,1,0,1,0
3580.7030780523546,20.415004192375747,0,3,0,0,0,0,0,0
100.0,52.63427063465092,0,3,0,0,0,0,0,0
593.2624401273158,21.544722153148463,0,2,0,0,0,0,0,0
2772.5529008129897,28.196799327766886,1,3,0,0,0,0,1,1
2770.678926368313,0.0,0,2,0,0,0,0,0,0
2772.571529459072,0.0,0,2,0,0,0,0,0,0
7779.097235982082,6.24662699238246,0,1,0,0,1,0,1,0
2856.3357660397505,7.1433983051919245,0,2,0,0,2,0,2,0
3703.3484602708986,0.0,0,3,0,1,0,0,0,0
3431.0026452398033,1.4941094019197432,0,1,0,1,0,0,0,0
2977.086876958697,12.986352034382618,0,2,1,0,0,1,2,0
1527.0961330394816,12.207867900361602,0,2,0,0,0,0,0,0
3138.453830739901,15.085757067685448,0,2,0,0,0,0,0,0
840.7621781936423,10.819294602748858,0,2,1,1,0,0,1,0
1644.7720898899865,0.0,0,1,1,0,0,0,1,0
1271.9546782563448,0.0,0,2,0,1,0,1,1,0
2122.811209079484,0.0,0,0,0,0,0,0,0,0
5471.987850010263,40.6955007837019,1,3,0,0,0,1,2,1
100.0,5.26900729238586,0,3,0,0,1,0,1,0
3029.3902855617703,0.5029388841029618,0,1,0,0,0,0,0,0
100.0,0.0,0,3,0,0,1,0,1,0
1292.10220131585,63.71315804655556,0,6,0,1,1,0,1,1
3633.425895451049,0.0,1,4,0,0,0,0,1,1
2096.420028643194,0.0,0,1,1,0,0,1,2,0
383.38283310604083,13.31673672572121,0,1,0,0,0,0,0,0
927.0444361100476,17.004259314885555,0,0,0,0,1,0,1,0
3019.3966234020136,24.15864110431368,0,0,0,0,0,0,0,0
904.4500524242949,41.152170155385264,0,2,0,0,0,0,0,0
2324.6878843729623,15.123153109214247,0,1,1,0,0,0,1,0
2068.357759855721,0.0,0,2,0,0,0,0,0,0
1022.5994785912744,0.0,0,5,0,0,1,0,1,0
5215.916133987988,11.156647450277699,0,5,0,1,0,0,0,0
2950.878533477017,46.364520830116476,0,2,0,0,1,0,1,0
100.0,0.0,0,3,0,0,0,0,0,0
2279.6814721541414,29.05153010450455,0,2,0,0,0,0,0,0
1007.320302847418,8.598287390928336,0,2,0,0,0,0,0,0
3278.6500021943357,21.756610704589615,0,0,0,0,0,0,0,0
811.2188923509491,2.9601056672813604,0,2,0,0,0,0,0,0
1827.8953377996515,0.0,0,1,0,0,0,0,0,0
2757.4809184706855,20.017455588026642,0,4,0,1,1,0,1,0
3298.6327912551824,18.088620542112423,1,0,0,0,1,0,2,1
199.55538941633563,24.441139314794437,1,4,0,0,0,1,2,1
1498.2481462385774,4.733907292427293,0,6,0,0,0,0,0,1
1287.5820332585658,0.0,0,3,0,0,0,0,0,0
1020.0061511394322,0.0,0,2,0,0,0,0,0,0
4648.181360421646,21.387465362788127,0,2,0,0,0,0,0,0
2607.472566441433,13.477789648879721,0,1,0,0,1,0,1,0
108.67406849743224,0.0,0,2,0,0,0,1,1,0
3376.792920582164,0.0,0,2,1,0,0,0,1,0
5183.23429551895,0.0,0,2,0,0,1,0,1,0
3548.69789082672,0.0,0,2,0,0,0,0,0,0
100.0,0.0,0,3,1,0,1,0,2,0
1273.6488907006228,0.0,1,2,0,0,0,0,1,1
3900.366723779934,0.0,0,1,0,0,0,0,0,0
938.4958015718289,0.0,0,2,0,1,0,1,1,0
2665.7291422193425,0.0,0,2,0,1,1,0,1,0
3161.951080144005,45.451804611389626,0,3,0,0,0,0,0,0
609.6042926328755,30.050814620584614,0,2,1,0,0,0,1,0
1910.7119659072998,0.0,0,3,0,0,0,0,0,0
100.0,10.448427933072198,0,1,0,0,0,0,0,0
463.41853799856517,13.3493017964259,0,3,0,0,0,0,0,0
1621.1477729102596,28.821717095469538,0,3,0,0,0,0,0,0
128.32522705272572,0.0,0,4,0,0,1,0,1,0
4448.6169558974525,26.84213567964852,0,3,0,0,2,0,2,0
100.0,0.0,0,2,0,0,0,0,0,0
1339.9332699545243,0.0,0,1,0,0,0,0,0,0
2196.110865929137,19.482731186289946,0,5,1,0,0,0,1,0
4161.909933599173,30.815168482448563,0,0,0,0,0,0,0,0
100.0,56.75817947061369,0,0,0,0,0,1,1,0
3744.7456282324392,0.0,0,3,0,0,1,0,1,0
2015.3495915293806,18.978393701615776,0,4,0,0,0,0,0,0
527.7370234280736,0.0,0,2,0,0,0,1,1,0
2693.155211394906,20.667174210480624,0,5,0,0,2,0,2,0
2298.589543360205,0.0,0,1,0,0,0,0,0,0
1099.6746842618081,0.0,0,0,0,0,0,0,0,0
2104.7031274850283,0.0,0,3,1,1,1,0,2,0
1422.0296047073598,6.57928091336169,0,2,0,0,0,0,0,0
2170.276017876872,0.0,0,2,0,0,0,0,0,0
2993.19601178157,18.181086878268395,0,1,0,0,0,0,0,0
4379.025224218029,25.53789236515829,0,2,0,0,0,0,0,0
143.2767517597265,16.991550824907115,0,2,1,0,2,0,3,1
5199.550061984401,37.37575279321736,0,5,0,1,0,1,1,0
100.0,13.31653258910686,0,3,0,1,0,0,0,0
1772.3223574466251,0.0,0,0,0,1,1,0,1,0
2882.475809726865,32.2675302707668,0,4,0,0,1,0,1,0
2421.487801602549,0.0,1,1,0,1,1,0,2,1
1065.9507202691093,23.2083699937114,0,5,1,1,0,1,2,0
1687.8166244640872,36.474684331102125,0,1,0,0,0,0,0,0
1260.4985980117508,14.133760214607983,1,5,0,0,0,0,1,1
1115.9528645836826,0.0,0,1,0,0,0,0,0,0
3274.403145531537,0.0,0,1,0,0,0,0,0,0
2535.523228947571,31.45488933770271,0,3,0,0,0,0,0,0
960.6356071090188,1.6175462871436723,0,1,0,1,0,0,0,0
3349.399813149876,6.591470698843317,0,1,0,1,0,0,0,0
2460.949281314914,20.176488323272185,0,2,0,1,1,0,1,0
3219.29317825844,18.92645724160647,0,3,0,0,1,0,1,0
2944.4432628854183,10.575996247709213,0,1,1,0,1,0,2,0
756.5074836168915,0.8266325755906836,0,4,0,0,0,0,0,0
1159.7284397045455,0.0,0,0,0,0,0,0,0,0
3120.9404076848928,22.15797650582686,0,2,0,0,1,0,1,0
2915.555398150197,16.071390621355867,1,1,0,0,0,0,1,1
1968.6476090537778,0.0,0,2,0,0,1,0,1,0
2175.991074963173,26.642246259862816,0,2,0,0,0,0,0,0
3916.4973436826376,2.4193176974043245,1,2,0,0,0,0,1,1
1112.6429167462552,0.0,0,3,0,1,0,0,0,0
2820.646071755057,0.0,0,3,0,0,0,0,0,0
1696.711021349159,0.0,0,3,0,0,0,0,0,0
1673.4781951591694,0.0,0,2,0,1,0,0,0,0
3648.165277980785,29.67448556672386,0,4,0,0,0,0,0,0
3238.124523482045,0.0,0,3,0,0,0,0,0,0
3220.264454000958,8.769515220362058,0,6,1,0,1,0,2,1
3958.218210731494,0.0,0,3,0,0,0,0,0,0
2031.5057624491385,0.0,1,1,0,0,2,0,3,1
3022.929456942446,0.0,0,2,0,1,1,0,1,0
1534.599865109816,0.5892354168692524,1,7,0,0,1,0,2,1
2486.2495287326633,1.125892403900759,1,2,0,0,0,0,1,1
1804.7854184484731,15.805758880713906,0,1,0,0,0,1,1,0
2145.493947489077,9.46561826510741,0,5,0,0,0,0,0,0
2892.7355381553707,0.0,0,3,0,0,0,0,0,0
772.6689751497913,26.683964880870853,1,5,0,0,0,0,1,1
5138.580913528191,9.206060804439907,0,2,0,0,0,0,0,0
490.97392775044705,8.967870343549734,0,0,0,0,0,0,0,0
178.71708081840166,4.816352932297221,0,0,0,0,0,0,0,0
3737.1663102501016,0.0,0,1,0,0,0,1,1,0
3187.494040944404,9.356046794974521,1,2,0,0,0,0,1,1
2936.1797255782326,14.511768718571648,0,3,0,0,0,0,0,0
2942.5182638964197,0.0,0,2,0,0,2,0,2,0
1981.629840729628,0.0,0,2,1,0,2,0,3,1
654.1184427712526,0.0,0,3,0,1,0,0,0,0
2113.7068372905896,10.123412113885562,1,1,0,0,0,0,1,1
984.2574327318325,28.86622011854252,0,7,0,1,0,1,1,1
3462.6796001266266,0.0,1,2,0,0,1,0,2,1
1779.413927746792,0.0,0,6,0,1,1,0,1,1
761.7542048112327,0.0,0,1,0,0,1,0,1,0
1517.9212375205097,0.0,0,0,0,0,0,0,0,0
2619.3971814134366,0.0,1,1,0,1,0,0,1,1
1154.4131707940378,20.41604439975942,1,6,1,0,1,0,3,1
766.6694066503528,0.0,0,2,0,1,0,0,0,0
2365.5308172378686,13.556287903058063,0,2,0,0,0,0,0,0
2367.449856663084,0.0,0,1,0,0,0,0,0,0
1239.5852369433055,0.0,0,1,0,0,1,0,1,0
1293.442541572516,0.0,0,1,1,0,0,0,1,0
2348.074906036454,38.497193458281295,0,1,0,0,0,0,0,0
100.0,0.0,1,2,0,1,0,0,1,1
100.0,0.0,0,2,0,0,0,0,0,0
922.3336681213459,0.0,0,2,0,0,2,0,2,0
1679.8292724322291,5.68059172693362,0,0,0,0,0,0,0,0
2466.361348397007,17.275417115798174,0,1,0,0,0,1,1,0
4213.034325424328,12.509117152545056,1,4,0,0,1,0,2,1
3286.4894348030293,8.351402116019806,0,5,1,0,0,0,1,0
1760.0922050548593,28.245191950113337,0,2,0,0,0,1,1,0
1971.4756881459668,0.0,1,4,0,0,0,0,1,1
496.2059530432866,22.898211120536505,0,0,0,1,0,0,0,0
1972.230296011415,0.0,0,3,0,0,2,0,2,0
1567.0120416197924,0.0,0,6,0,0,0,0,0,1
2484.077840507134,0.0,0,0,1,0,0,0,1,0
759.1535846715155,0.0,0,6,0,0,0,0,0,1
2779.0197713617586,4.074775654673149,0,2,0,0,1,0,1,0
4299.108369503867,7.282029844530398,0,3,0,0,0,0,0,0
1836.8597773147135,6.237667057742704,0,3,1,0,0,0,1,0
2602.5675831484123,0.0,0,0,0,1,1,1,2,0
3035.2159875666684,1.1951831117356866,0,1,0,0,0,0,0,0
1398.1692921712456,0.0,0,1,0,0,0,0,0,0
2336.138722715625,32.264579502645006,0,1,0,0,0,0,0,0
2018.8886011726922,0.0,0,2,0,0,0,0,0,0
2146.5141478232476,0.0,0,6,0,1,1,0,1,1
840.4853242168003,36.778806568881656,0,2,1,0,0,1,2,0
2036.765261388414,0.0,0,3,1,0,1,1,3,1
2746.9974368681746,0.0,0,2,0,0,1,0,1,0
4176.715411692563,0.0,0,7,0,0,0,0,0,1
3438.9062391278103,3.642572366010362,0,3,0,0,1,0,1,0
5229.773686267335,13.632632592751946,1,1,0,0,0,0,1,1
848.9786556679258,19.793509362356673,0,2,0,0,2,0,2,0
3308.4809550810173,56.439906349899374,0,2,0,0,0,0,0,0
2275.013008607528,0.0,0,2,1,0,0,0,1,0
5284.704399826509,17.174711782488338,0,1,0,1,1,0,1,0
787.5525719672728,0.0,0,1,0,0,0,0,0,0
740.4172367288359,0.0,1,1,0,0,0,0,1,1
1100.9110318339667,0.0,0,1,0,1,1,0,1,0
100.0,0.0,1,2,0,0,0,0,1,1
1211.3674674788585,38.69049669206903,0,2,0,0,0,0,0,0
861.3010076694532,21.845946540278053,1,2,1,0,0,0,2,1
2225.5906797143116,5.463919571147496,0,0,0,0,2,0,2,0
2512.6339636657394,32.020315049740006,0,2,0,1,1,0,1,0
4814.256258823829,0.0,0,5,0,0,1,0,1,0
3425.6357572790753,0.0,0,2,0,0,1,0,1,0
1134.6445165063953,0.0,0,2,0,0,0,0,0,0
652.377992977463,0.0,0,2,0,0,1,0,1,0
2737.8787572597585,8.233970534095057,0,2,0,0,1,1,2,0
100.0,7.057171558646681,0,2,0,0,0,0,0,0
4747.188148781531,7.986838221197609,0,4,0,0,1,0,1,0
3769.16018108193,0.0,0,4,0,1,0,0,0,0
1296.2365218429427,21.06309485228044,1,3,0,1,0,0,1,1
100.0,9.79255036477996,0,2,1,1,0,0,1,0
4030.808561248119,19.66108562931997,0,1,0,0,0,0,0,0
1828.1902321210732,0.0,0,1,0,0,0,0,0,0
3856.7244679601927,11.229817175955798,0,2,0,0,0,0,0,0
100.0,0.0,1,3,0,0,0,0,1,1
1100.9374655693407,0.0,0,2,0,0,1,0,1,0
2007.8655495772748,15.687297972727666,0,2,0,0,0,0,0,0
2070.4708906471133,6.821872125118263,0,2,1,0,0,0,1,0
1324.9017927811346,0.0,0,4,0,1,0,0,0,0
2934.2748985212484,5.125463123688366,0,4,0,0,0,1,1,0
398.5693559261085,0.0,1,4,0,0,0,0,1,1
1786.4307724680598,28.00534791796592,0,4,0,0,1,0,1,0
2180.443447567848,0.8943196100749748,0,1,1,1,0,0,1,0
2771.6582510881235,27.37099888510652,0,1,0,1,0,0,0,0
3067.4223171333347,0.0,0,0,0,0,0,0,0,0
313.0368622431961,0.0,1,1,0,0,0,0,1,1
100.0,0.0,0,2,0,0,1,0,1,0
3916.5152328477634,22.523478633861508,0,4,0,0,0,0,0,0
2498.4710179693875,0.0,0,2,0,0,0,0,0,0
877.2701951651695,17.891908648303527,0,2,0,0,0,0,0,0
4326.727963283784,0.0,0,4,1,0,0,0,1,0
2173.511951439288,0.0,0,1,0,0,0,0,0,0
3768.9457760957393,0.0,0,1,0,0,1,1,2,0
2101.277722115163,0.0,1,3,0,0,1,0,2,1
5091.121887322981,5.67805447364675,0,1,0,0,0,0,0,0
4633.011263664806,0.0,0,2,0,0,0,0,0,0
1626.5537772813898,23.519502014292335,0,1,0,0,0,0,0,0
3457.3564264315332,3.1784827929394552,0,0,0,0,0,0,0,0
2968.0639243777214,1.4480801048252205,0,4,0,0,1,0,1,0
4052.947336298523,18.117842755751653,0,1,0,1,1,1,2,0
552.6148091298433,24.278138681517248,1,2,0,0,0,0,1,1
3029.077189997659,4.598024964606967,1,0,0,1,0,0,1,1
3587.636730274382,0.0,0,1,0,0,0,0,0,0
100.0,0.0,0,1,0,0,0,0,0,0
225.11223100133748,0.0,0,0,0,0,0,0,0,0
100.0,0.0,0,0,0,0,0,0,0,0
1595.8897483331634,7.141149059845935,0,4,0,0,0,0,0,0
3076.3133836939433,0.0,0,1,0,0,0,0,0,0
4253.535578144042,18.758659441028563,0,0,1,0,0,0,1,0
2111.142170629663,0.0,0,0,0,0,1,0,1,0
4442.923318356938,3.859176662941165,0,4,0,0,0,0,0,0
100.0,28.679748863937785,0,4,0,1,1,0,1,0
100.0,11.83650427909933,0,2,0,0,0,0,0,0
1916.6784516550717,3.7992491662287096,1,2,0,1,0,0,1,1
2576.098173408961,0.0,1,1,0,0,0,0,1,1
1950.9578778588602,0.0,0,1,0,0,0,0,0,0
100.0,0.0,0,1,0,1,0,0,0,0
1866.3199407308175,0.0,0,5,0,0,0,0,0,0
100.0,20.113316774886293,0,0,1,0,0,0,1,0
3004.5088232450576,0.5622345741546262,0,5,0,0,0,0,0,0
2549.8973691452725,0.0,0,1,0,0,1,0,1,0
590.180320508967,40.36338586119567,0,1,0,0,1,0,1,0
1229.1996239949597,11.39930382290326,0,0,1,0,0,1,2,0
411.1797171665726,0.0,0,1,0,1,0,0,0,0
1905.9813540902421,0.0,1,2,0,0,0,0,1,1
3432.7134807518573,7.217727656568357,0,2,0,0,0,0,0,0
521.4109304966844,39.09184186594754,0,0,1,0,0,0,1,0
2756.0697732767667,0.0,0,3,0,1,0,1,1,0
1204.6135724413389,24.520814387118932,0,3,0,0,0,0,0,0
810.6907516064837,32.98972853944686,0,3,0,1,1,0,1,0
